"register","meansDim1_statSummary"
"Broadcast discussion",-0.398696694272182
"Broadcast documentary",-1.72343626195956
"Broadcast news",-2.18774920404723
"Conversation BNC",0.820770129546617
"Conversation SBCSAE",0.586744341668738
"Interview",0.0205663245155062
"Oral narrative",0.0390338078973851
"Podcasts",-0.00257160335324914
"Scripted speech",-2.11330914200224
"Speech",-0.337081592303567
"Sports live",-1.11558211691682
