"register","meansDim3_statSummary"
"Broadcast discussion",-0.0463424984271792
"Broadcast documentary",0.597724370427021
"Broadcast news",0.18700959422015
"Conversation BNC",-2.06066931135103
"Conversation SBCSAE",-1.49515847756137
"Interview",-0.817950934709531
"Oral narrative",-2.09393332165331
"Podcasts",0.0562881779895724
"Scripted speech",0.707592834759165
"Speech",-0.291252767745335
"Sports live",-1.19150184176292
