"register","meansDim2_statSummary"
"Broadcast discussion",-0.103636441554983
"Broadcast documentary",0.0963702579440473
"Broadcast news",0.442128411494255
"Conversation BNC",0.137926816020851
"Conversation SBCSAE",0.462985065838397
"Interview",1.55132818427688
"Oral narrative",0.43372732530072
"Podcasts",-0.0261788082955079
"Scripted speech",0.0547453804194747
"Speech",-0.192266539040859
"Sports live",0.39825690957761
