"register","meansDim1_statSummary"
"Formal speech",0.34532953560421
"Informational blog",-0.103346415750662
"Interactive discussion",-0.296010417424957
"Interview",0.206874140005934
"Narratives",-0.753201482312307
"News blog",-0.444417329631795
"Personal blog",-0.470036181738685
"Podcasts",1.03164686215414
"Spoken",0.190771493741563
"Sports blog",-0.975493718098623
"TV scripts",-0.495427348700712
