"register","meansDim2_statSummary"
"Formal speech",1.41856774809458
"Informational blog",0.883670498606177
"Interactive discussion",-0.589617730920079
"Interview",-0.137520791308105
"Narratives",-0.366101658814414
"News blog",0.501388823967579
"Personal blog",-0.704803525732318
"Podcasts",-0.0618455504670481
"Spoken",0.273771880531169
"Sports blog",-0.705546093942988
"TV scripts",-1.19747205487462
